lat,lon,date,time
38.62742409,-75.82003978,9/22/2020,10:48:10
38.62741825,-75.82004003,9/22/2020,10:48:11
38.6274124,-75.82004028,9/22/2020,10:48:12
38.62740656,-75.82004053,9/22/2020,10:48:13
38.62740072,-75.82004079,9/22/2020,10:48:14
38.62739487,-75.82004104,9/22/2020,10:48:15
38.62738903,-75.82004129,9/22/2020,10:48:16
38.62738319,-75.82004154,9/22/2020,10:48:17
38.62737734,-75.82004179,9/22/2020,10:48:18
38.6273715,-75.82004204,9/22/2020,10:48:19
38.62736566,-75.8200423,9/22/2020,10:48:20
38.62735982,-75.82004255,9/22/2020,10:48:21
38.62735397,-75.8200428,9/22/2020,10:48:22
